"metric","value"
"mean_direction",254.32456823
"resultant_length_rbar",0.1952812475
"mean_abs_diff_vs_circular",5.68e-14
"rbar_abs_diff_vs_circular",0
"rayleigh_p_op",3.16169e-08
"rayleigh_p_circular",3.66259e-08
"rbar_mean5",0.2093033478
"rbar_min5",0.058538362
"rbar_max5",0.2945316017
"n",449
