"metric","value"
"lz_n3",0.36397166
"lz_wake",0.46437763
"lz_n2",0.42045002
"lz_rem",0.46437763
"wake_minus_n3",0.10040597
"max_abs_diff_vs_antropy",5.55e-17
"n_stages",4
