"metric","value"
"Q_statistic",420.1291139241
"p_value",9.65569568017483e-91
"neg_log10_p",90.015216
"df",3
"max_diff_scipy",5.6843418860808e-14
"max_diff_baser",0
"monotone_order",1
"n_subjects",158
"k_conditions",4
"mean_open_firm",59.6136
"rank_open_firm",1.310127
"mean_closed_firm",65.6828
"rank_closed_firm",1.689873
"mean_open_foam",177.2604
"rank_open_foam",3.075949
"mean_closed_foam",222.4314
"rank_closed_foam",3.924051
