"metric","value"
"n_reproducing_synergies",4
"pooled_icc_a1",0.8935
"pooled_ci_lo",0.8175
"pooled_ci_hi",0.9389
"reproducing_icc_min",0.8421
"reproducing_icc_max",0.9815
