"metric","value"
"H_statistic",274.4576636289
"p_value",3.4903921459395e-58
"neg_log10_p",57.457126
"df",4
"max_diff_scipy",9.09494701772928e-13
"max_diff_baser",0
"hc_rank_highest",1
"calcaneus_rank_lowest",1
"n_total",1844
"k_groups",5
"mean_HC",1.102
"rank_hc",1407.5192
"n_HC",208
"mean_A",1.0339
"rank_ankle",838.9482
"n_A",483
"mean_K",1.0447
"rank_knee",931.02
"n_K",499
"mean_H",1.0498
"rank_hip",975.8159
"n_H",364
"mean_C",1.0077
"rank_calcaneus",632.2
"n_C",290
