"metric","value"
"path_length",37.2113946994
"mean_velocity",0.6202932939
"area_ce",0.9442192497
"area_cc",0.9492597818
"mean_distance",0.3079551644
"rms_distance",0.3412198791
"area_sw",0.0459651148
"max_diff_prieto",0
"ellipse_frac_in_95",0.9665
"n_samples",6000
