"metric","value"
"meannn",767.161125319693
"sdnn",69.2645032318949
"rmssd",76.7504113410843
"max_diff_nk_core",0
"pnn50_op",37.1794871794872
"pnn50_nk",37.0843989769821
"pnn50_gap",0.0950882025050888
"nn50_count",145
