"metric","value"
"alpha",0.8230181471
"average_r",0.4062097132
"max_diff_psych",0
"max_diff_pingouin",1.11022302462516e-16
"good_reliability",1
"k",7
"n",163
"mean_FES_1",1.3252
"mean_FES_2",1.5828
"mean_FES_3",1.2086
"mean_FES_4",1.9755
"mean_FES_5",1.5399
"mean_FES_6",1.7301
"mean_FES_7",1.2945
