"metric","value"
"cca_r1",0.7371211004
"cca_r2",0.2987900654
"cancor_r1",0.7371211004
"cancor_r2",0.2987900654
"max_abs_diff",1.11e-16
"r1_mean5",0.7949007814
"r1_min5",0.7371211004
"r1_max5",0.8537471895
"n",450
