"time","ankle_moment","knee_moment","hip_moment","ankle_fx","ankle_fy","knee_fx","knee_fy","hip_fx","hip_fy"
6,11.2649649015,4.4254010494,13.5364020943,2.315239375,53.4058932119,-13.9448781838,104.4692941229,-60.7041402779,186.173159395
6.0066666667,9.6307963235,-1.7250889558,-5.2639179082,-12.30855375,52.40189659,-29.2418683162,90.004552316,-100.1607531981,163.1221170027
6.0133333333,15.3140436089,11.1297083333,22.5993623235,2.060431875,53.1369670619,-13.1339199825,101.4171569915,-31.2429846825,165.9628610002
6.02,7.5032296249,-8.4962095475,-16.5454414436,-17.071774375,52.3793973994,-52.8546051513,102.7803289226,-115.7202824372,191.526371525
6.0266666667,10.5244233226,5.521882223,8.4515297263,-4.2270890625,50.6909521525,-25.848684405,100.5763982259,-55.5499177111,149.1816276224
6.0333333333,12.2623227381,3.9870060756,8.1620256231,-13.0048259375,46.1945425619,-31.140722225,92.7319218322,-62.695471565,182.090595277
6.04,8.2274270681,-5.0006632592,-3.4946590829,-15.9092484375,42.5342848213,-51.3640317113,96.3184977254,-40.2121619334,151.673792219
6.0466666667,10.7535053081,-4.6060270601,1.1818613525,-27.383210625,53.3027296056,-57.420545925,112.8351354383,-81.6535518509,274.5910089161
6.0533333333,4.4594233646,-8.671122123,4.8458180119,-25.6947975,46.6510096337,-42.8139020025,88.9975354178,31.6676158695,108.8469903896
6.06,0.2066540441,-14.9853527647,-21.3538825886,-26.9714078125,48.3126358556,-73.8301172987,110.49340338,-118.3926196487,288.4321525452
6.0666666667,2.8067344394,-14.4164843298,5.1171062896,-37.4275578125,55.2691785431,-62.929752995,117.4350284571,15.0907258868,219.2148632475
6.0733333333,7.3648704287,-9.3621786918,2.82803919,-33.527295,37.6379932712,-57.8914296525,80.9534407806,-8.7649695583,222.1369433196
6.08,2.9830628503,-14.5438134204,0.1018436966,-34.78450625,32.868996115,-71.385901055,109.5294850015,-21.7481261932,295.6975612938
6.0866666667,-1.3425074203,-30.2956463095,-27.9981732527,-49.1881303125,15.4041414369,-90.3021216863,69.1212367549,-39.7600771882,235.0126051387
6.0933333333,-4.89299373,-35.8694925279,-64.5617170728,-42.7983746875,10.2050838806,-88.8968224262,-18.0094180719,-40.7716870861,-0.6805555305
6.1,-1.2394392652,-33.8026198251,-13.6037530357,-45.0264965625,-15.1386932631,-66.971475225,12.1013927299,44.3625811108,220.0971650605
6.1066666667,-3.1681441414,-38.5236249109,-48.4029816878,-47.632336875,-19.1941080006,-86.9832672637,-6.9671936959,-9.5238143077,87.4738538549
6.1133333333,-3.0070876931,-35.8750119574,-34.5552910526,-46.1173134375,-15.0429437819,-80.9805228975,15.0068535228,-20.0417447834,189.6589849848
6.12,1.608805226,-23.7453520649,-15.4187528269,-43.2394075,9.7509178931,-71.8914805975,49.719635665,-18.7620886855,226.9853904388
6.1266666667,-1.0418004916,-20.1032807964,-0.9729359312,-35.156093125,19.6270400775,-53.3176424162,53.7081680533,45.9105633478,197.4624476203
6.1333333333,2.7965343299,-15.9293271535,-15.5283570844,-31.3063090625,19.0694923931,-58.6034371438,36.9126188088,-15.0659315279,136.678204821
6.14,-0.9517699256,-19.6200260103,-29.8464893384,-28.3006378125,5.5225903681,-62.161048035,31.3772664595,-46.8594801629,117.3877750531
6.1466666667,1.0008426794,-18.7487893376,-43.6172924213,-21.5133328125,1.036302965,-69.7907311425,5.5171528619,-72.9154325026,88.8920232023
6.1533333333,-10.3608131002,-65.6452874639,-145.9164518934,-38.528600625,-305.6521123131,-81.8689617787,-286.1175512083,-93.9748123507,-233.4580217971
6.16,-8.259182313,-14.0058004123,-44.2304355743,21.41315375,-335.1681739537,52.50148484,-253.8111953298,10.1830861942,-176.6521134978
6.1666666667,9.9859734929,55.1336216564,71.4781987736,85.178383125,-287.9010418756,160.2818271037,-139.2568485328,30.5475407137,-13.8743926438
6.1733333333,6.9640554812,15.0433239535,-21.4122043697,69.491483125,-386.2099924444,75.8168919588,-333.2375960516,-34.7123170572,-110.3325005576
6.18,9.3135308705,5.0962737502,-57.1374619108,93.3888265625,-467.0961670225,48.7914682249,-448.0164336742,-76.2818053031,-203.3141789962
6.1866666667,10.7663998986,-13.499447393,-71.6894321314,75.4231184375,-465.94734046,3.2549999788,-441.6416704714,-34.8639894151,-239.438194927
6.1933333333,-3.9792725961,-49.1816439084,-83.4659738274,24.757090625,-459.3003594537,-29.397177655,-401.3655138637,35.9848311049,-223.0851780272
6.2,8.9708868777,-29.5012007526,-40.1968134687,34.328911875,-502.5864438381,6.6687549225,-443.9950057303,146.1914050426,-291.8357529445
6.2066666667,7.3765063116,33.1399914598,60.1671957003,102.498694375,-518.9231425256,177.8547815724,-471.0973761234,249.8744135244,-374.6678822526
6.2133333333,2.5200259663,43.4403987182,43.3417231178,117.0501590625,-529.9884024913,188.1120889051,-503.8594025061,202.2916049251,-460.2442264935
6.22,2.8865338286,32.4657208708,-18.9459702762,114.275333125,-557.4899012944,121.7372477612,-554.4568214191,61.7027392832,-547.2328169803
6.2266666667,-3.4781608539,14.7666619497,-69.7186745488,100.9267325,-586.6639933569,65.0482859825,-584.3386176659,-25.8828907914,-547.9611495383
6.2333333333,-8.7175769813,-3.8066427786,-120.6395014431,87.6291646875,-602.3354927819,-1.4551663351,-597.1284296697,-113.5703980112,-493.5402923271
6.24,-6.6385429075,13.9718019616,-96.1596633564,102.4175025,-619.5489450225,27.0458680275,-582.871352159,-103.8365093924,-534.8378010794
6.2466666667,-15.3592548331,26.7144319913,-61.9930797258,112.3007415625,-646.9648031662,84.4617909475,-597.9503620802,-74.4363748025,-449.4870155318
6.2533333333,-16.5557135313,-7.7721384274,-131.7607145576,77.41529625,-679.0473340163,-22.6244221012,-635.1857884726,-139.8646374472,-494.0695143568
6.26,-15.7095548003,31.9899426675,-39.4505647199,105.454995,-699.7350507631,102.9720951825,-660.5472337463,36.3709794525,-558.6606383261
6.2666666667,-18.8131876876,7.6388985403,-81.9426701526,77.8624790625,-724.4042481788,42.8570120362,-706.534403771,2.4915517402,-588.9087822884
6.2733333333,-19.9139250475,14.0229791935,-56.9082434173,77.7425728125,-721.3038083131,69.7847001038,-696.9195313021,43.6721389657,-638.8147363315
6.28,-19.6388211425,9.0581773505,-55.3514770819,67.6275025,-741.3626545413,56.1668287337,-720.0365576173,64.5135688818,-611.9426956015
6.2866666667,-23.6497660239,33.3875288025,18.4899567978,92.021004375,-728.5662564819,143.9045931412,-677.6523037518,195.5686894913,-606.4069559634
6.2933333333,-18.6643417921,18.1033446652,-24.2564242212,70.7753146875,-740.7764879381,73.699757115,-713.2886794389,92.9072016869,-555.4521756897
6.3,-28.7605998017,8.5524462015,-44.2085349911,64.874375625,-717.6122823006,61.2518605501,-676.4550064495,37.1656209001,-619.5688450093
6.3066666667,-26.9963538108,12.969090828,-37.7656756494,61.8357934375,-698.0042807631,59.8084287775,-655.6291168985,20.9816471814,-507.683239833
6.3133333333,-28.6984079247,12.0140194477,-43.3549300237,63.5848075,-689.2658705569,49.6404565525,-660.7231328071,25.0405349364,-578.9233960159
6.32,-33.4126888012,9.5733811203,-45.475971304,62.580816875,-662.5589467131,49.3259875738,-619.7824765862,-13.149102042,-529.2269478326
6.3266666667,-27.8872715232,2.6908740863,-66.800675638,43.174281875,-658.5249032162,7.0066560425,-634.3209046325,-59.1044497017,-514.4762717448
6.3333333333,-35.6109215098,14.802109317,-11.8263632994,53.389755625,-634.5951133162,78.706938235,-592.2800863114,73.5085714272,-541.2271741827
6.34,-32.9855148386,1.8448949357,-48.1631964233,40.8797371875,-626.689153735,20.8043183438,-605.7028425062,-6.6504440603,-518.3643358346
6.3466666667,-34.2345571298,5.9549217305,-30.42904478,42.9281971875,-606.5327074131,39.4020752174,-573.3767433571,-1.0107290385,-466.8004919792
6.3533333333,-41.2532998935,-0.3298716198,-32.5129290905,40.4538215625,-592.7191034788,42.0326473388,-560.5732536531,-14.0226013013,-470.7427976469
6.36,-31.5277684116,7.3476148827,-16.611849265,37.7173803125,-576.2678762444,31.7309020738,-539.7513997917,89.615994768,-459.2671149291
6.3666666667,-43.3332560134,-0.1856339947,-26.7628649233,44.97721125,-564.4350012725,40.0246267987,-528.9369257478,-3.1459631276,-422.8996853544
6.3733333333,-43.9653289851,0.2099518341,-16.577684506,43.418413125,-554.1685448069,45.1014056438,-518.6703682249,30.337191718,-411.7691005615
6.38,-42.7181235919,0.4553314204,-18.925909935,40.82,-546.3189242725,37.5504080674,-503.8462245782,15.8550383974,-396.6933237674
6.3866666667,-47.4453452716,-5.7569032204,-27.4178735743,37.7838215625,-541.55625771,29.2569185887,-510.8046408646,10.8803605147,-413.7871350106
6.3933333333,-51.4739657977,-5.5315708016,-12.0045309602,40.409183125,-543.1928185319,45.9548961175,-505.2972832394,46.1016623937,-398.8083814676
6.4,-57.1083781233,-12.9807848452,-21.8532934128,35.153605625,-544.2487962475,37.7981971025,-508.2761401534,33.2105673784,-403.1128692616
6.4066666667,-57.5562849037,-14.0612959377,-28.9063340942,34.0314178125,-533.4521267631,28.638068115,-501.3520403415,8.602104243,-397.6914667401
6.4133333333,-65.5769809618,-17.5247968477,-14.9602196703,37.5094928125,-517.92220131,53.2495540225,-436.6546972537,50.4917683523,-337.8776531263
6.42,-60.2892126763,-20.8846430403,-41.6793336385,24.4192584375,-550.8514935444,4.1432797463,-569.8680565869,-6.6677135195,-474.9907344447
6.4266666667,-66.5194382083,-20.4002421816,-16.4952903144,34.3906009375,-535.6283706725,37.868526355,-490.1660854685,61.6138894929,-400.2598791262
6.4333333333,-66.075897306,-17.3955878254,-24.8110327507,34.20124875,-545.361139135,31.2923535975,-517.6101308173,6.5219937255,-420.8466253088
6.44,-62.6277360428,-17.6395845512,-15.7098881737,27.2689203125,-538.6570509163,27.9498909575,-499.7658603591,30.5372383715,-402.4697353005
6.4466666667,-70.8269394756,-23.1687318601,-21.5188979359,28.6144225,-544.2584281537,29.2635212313,-508.2738006579,26.9697063692,-407.1882650409
6.4533333333,-76.9595659303,-26.0350041198,-25.1350689771,29.9834365625,-555.8428907662,29.4867011263,-528.5156778441,25.3133310523,-439.0317796251
6.46,-79.0063721202,-31.5523843902,-21.8913979905,22.07394375,-554.2005403506,27.0824983912,-508.8204691368,45.2152350712,-412.3249304418
6.4666666667,-80.189022536,-28.9453293558,-22.1580180822,22.843220625,-565.5805263631,26.5458041662,-532.2779903721,38.6256155602,-429.3718427732
6.4733333333,-83.9960743227,-36.0177285407,-49.3706161105,19.4251925,-563.8283216444,1.225552385,-531.5888305814,-40.0915215069,-422.5589784765
6.48,-87.2613264403,-35.5228252585,0.3561540157,15.6797840625,-571.9913712131,42.1816690275,-531.8430279995,118.9096578015,-444.8586541487
6.4866666667,-89.7184078725,-40.9888021518,-33.3177199676,13.62432875,-584.2269067506,4.5439427862,-561.9312584368,24.5799066581,-455.3862540723
6.4933333333,-90.3809553487,-22.334567758,-1.2430758915,28.53259125,-586.285076585,64.6768961701,-530.8866600803,-19.2473745238,-427.3288228721
6.5,-88.8643423731,-42.1413267396,-28.6293636773,2.5400753125,-616.581226585,-19.7795926776,-586.5775347244,169.7879903605,-455.668144945
6.5066666667,-95.8163605309,-37.1524684536,-33.6414935284,6.0557934375,-626.908741685,19.7677126238,-601.0195584167,-189.4925905764,-516.0207902483
6.5133333333,-93.0157383948,-35.8449496346,-15.0042860388,7.1650234375,-626.3903649881,3.7189699338,-581.7381627743,133.8391095978,-451.4044755485
6.52,-104.5588057359,-51.0808019667,-41.7224158886,-4.5986759375,-639.7859381819,-13.7591303675,-605.863501242,-1.8497572294,-494.8234245954
6.5266666667,-106.846634726,-34.8087395121,3.9260845724,0.27336125,-660.422556485,36.6819698449,-632.6455531235,139.1532368689,-498.2708221919
6.5333333333,-102.7329842037,-61.0759668341,-79.5325797203,-28.754178125,-656.4894336131,-61.6848613025,-607.5472329404,-211.5474322866,-537.9859098091
6.54,-113.8624606538,-49.6111854172,-15.6951795229,-18.0300753125,-665.4638843913,6.9901543449,-622.9529306268,124.689606103,-499.9577939209
6.5466666667,-103.0480802159,-30.9253777534,-0.0955702814,-11.300244375,-672.1318381287,19.9552199213,-630.6528813843,32.8162066553,-518.1214699977
6.5533333333,-116.2432164926,-69.984635867,-68.4562658798,-44.9311734375,-679.4287066444,-68.1486965587,-646.450440168,-50.7971352187,-542.1556942224
6.56,-110.7636416522,-48.6710521859,-23.352662872,-39.7421409375,-693.1384704194,-22.5118734188,-657.0235023436,22.1476840491,-548.9289301684
6.5666666667,-105.7505326938,-40.4341963457,-15.0121935456,-34.5957934375,-697.8352176725,-24.6183297062,-665.285371906,5.5208352299,-580.6994430688
6.5733333333,-118.3971783833,-53.5634018359,-23.6702704437,-45.7685821875,-713.3203881944,-30.21353355,-674.9139228036,8.9801637359,-580.1024087658
6.58,-107.9527108671,-43.9780924307,-17.6064840773,-55.25240375,-717.0069494787,-43.327643825,-684.9693086871,4.089699313,-582.8076448594
6.5866666667,-116.6790367948,-56.7635589765,-38.8886691757,-62.7182909375,-727.20435976,-70.4445092488,-697.8625931325,-39.7679903667,-615.0553768724
6.5933333333,-120.5347169279,-43.2239285827,0.6177586091,-52.6248828125,-729.7188220694,-15.6557949537,-685.9181207864,37.6677071942,-592.8469707182
6.6,-121.9961283902,-41.6078319277,1.5877044692,-58.0896434375,-734.91678426,-19.6217982688,-699.9284494671,25.8923176773,-606.6326523087
6.6066666667,-125.6726915054,-61.6548388373,-39.519766303,-81.8518965625,-739.9566287225,-84.93803065,-714.3916605534,-38.325534832,-628.4855453916
6.6133333333,-127.9446290509,-60.9126042451,-40.3462905523,-91.1671828125,-744.1166768256,-84.0830669587,-708.2829589546,-44.0111392149,-602.687437708
6.62,-124.0504787396,-43.2616277987,-0.8610149266,-73.241399375,-733.9845872288,-41.7060841287,-688.2325474605,27.1628072855,-597.1451093163
6.6266666667,-115.0609150573,-32.4579365223,-0.2651512774,-76.2409390625,-738.0300606756,-59.0106715438,-702.5498334226,-14.351114076,-625.2042163882
6.6333333333,-121.3810214984,-42.9811598284,-28.4299666858,-87.0693990625,-734.1129960475,-88.4157930774,-700.0092545602,-79.0203842155,-595.1653186786
6.64,-114.9499006908,-30.9543395261,7.3394374865,-84.326394375,-722.9482916756,-62.4723672712,-686.771087858,-0.2410990491,-582.9403127204
6.6466666667,-116.0527753749,-36.2469974919,-4.8964933439,-101.0706009375,-713.92921506,-82.3260288338,-682.0558934179,-16.1415399518,-589.0190677207
6.6533333333,-115.3698173697,-32.9494611254,-2.7592585804,-104.44913625,-705.426851885,-79.0526625375,-663.0342439779,-22.3369656556,-582.5989601138
6.66,-116.4656366286,-32.5787123566,-2.5956110196,-105.7301690625,-693.596439835,-83.0505816563,-658.0767380508,-20.5754920402,-557.1524086176
6.6666666667,-110.8769682121,-29.5223131805,-6.7396606554,-117.561155,-674.4218381287,-95.169969545,-650.3998126252,-61.662281855,-554.7060438928
6.6733333333,-115.0393145979,-40.7655448519,-24.1813485049,-128.8445915625,-649.0756821319,-109.5309891937,-606.6991656544,-45.7136983115,-510.4306412476
6.68,-111.5651428229,-36.2517941775,-18.6953403629,-130.47952125,-624.3287662787,-103.4241532951,-585.5528432185,-47.6600700093,-509.4568700083
6.6866666667,-93.0333270358,-15.0439881178,-2.0262476738,-122.69952125,-594.34598721,-97.46318447,-563.7478530634,-67.7382791839,-445.7946113776
6.6933333333,-99.2469768052,-27.6144716022,-1.2340157394,-129.649953125,-550.63783106,-87.8487721962,-524.5165347496,-10.8769620282,-470.2634076448
6.7,-82.4561312104,-14.4299272586,-16.5773396612,-114.66740875,-504.9280576038,-90.4004445662,-441.3329311518,-78.8082759603,-300.2258891082
6.7066666667,-79.320509813,-16.0057356479,23.596932962,-122.226685625,-457.202483485,-55.3337575738,-412.6243951311,75.1817041563,-288.1258509753
6.7133333333,-59.4016482985,-6.3507552517,8.231210528,-113.739859375,-399.7359407975,-71.7303449612,-355.7699486604,-12.8415603152,-251.5952196534
6.72,-51.7983952477,1.3513184742,28.457841678,-96.90337125,-344.0337237819,-37.6394910413,-306.0594182206,37.3320368167,-198.2309191006
6.7266666667,-45.6230879806,-7.1442460774,7.1630801655,-100.36721125,-286.3692865287,-52.17065875,-248.0533295994,28.827755216,-167.4452402814
6.7333333333,-27.4420033192,14.2545169163,36.8985717405,-57.7570990625,-226.868067285,-8.1177594425,-189.7495614761,63.2650962475,-94.7259464975
6.74,-15.629390169,26.3095266242,55.7836060356,-18.6520471875,-177.8995362788,24.6160191375,-138.7741882129,80.8440732316,-39.1262519413
6.7466666667,-8.9842102045,4.264578714,8.5608846183,-42.043990625,-115.6296475569,-19.2361382,-72.3093337505,-5.7880863619,0.7940277481
6.7533333333,5.8762179117,-16.2211937912,-13.6187436818,7.2721125,42.8309515306,4.3624399838,107.8922637515,34.7217543336,168.8403002399
6.76,3.5245355265,5.9198474939,38.8322176455,21.3921309375,19.5038326588,64.7884622812,59.274159428,116.2821203751,151.6062702806
6.7666666667,1.5132681081,8.1512347407,42.7369545417,17.1500653125,13.3279911181,62.4859192125,14.5438743969,101.8263827746,61.7188427619
6.7733333333,-2.2087417905,10.4019106411,52.0141683924,31.0882809375,14.1139852775,110.53330146,69.0675476026,133.2536678642,182.090389294
6.78,4.4899479019,-1.8302356399,-2.4877858701,2.908845,6.1310237806,-8.6000253188,21.6698341531,-10.209719959,124.6410796969
6.7866666667,1.4021131428,6.5190416868,27.2129950036,19.6953046875,7.6702875931,54.7334209913,45.9854671588,60.9567845333,185.7498344967
6.7933333333,17.4169947496,10.3329109034,32.7861576712,14.3801121875,37.7417691869,46.1400855575,72.7864239835,65.7617897795,213.5682130219
6.8,38.3544929377,30.8438963216,32.7843826928,26.41758625,39.2143014244,32.4608120425,83.6247901537,-15.6643232974,249.687306953
6.8066666667,25.0215855085,18.4764496661,29.7007365181,27.078065,32.0294731744,40.0452697138,79.1306510516,10.3700755856,249.6217218692
6.8133333333,28.1753326679,24.6077330362,32.9950253074,20.4149665625,23.3365138306,28.4614587388,57.7839200581,11.5004850687,225.4272516818
6.82,21.9290214156,20.6910603448,38.5325253677,24.7857834375,22.9556107338,49.277405745,69.7492635115,16.991192223,273.5307132427
6.8266666667,10.5778466698,11.1837797334,3.8302789444,12.2784784375,6.6786438587,11.2134901,44.2118732282,-49.7489599941,244.8305097117
6.8333333333,18.6965228351,15.7822416648,30.7511223671,13.2348259375,24.5992827556,33.6390696475,42.8199980656,18.2404466577,196.0809448006
6.84,13.1779456231,5.7915553664,2.0786113246,7.0991546875,22.6691040119,3.1967886625,61.168052368,-52.7377328795,275.777302471
6.8466666667,22.7849153579,16.5502653451,28.5328871505,9.114948125,27.5587685025,17.4016457,46.0966482225,23.4782429659,170.2957418313
6.8533333333,22.0620203823,17.229357984,19.6662173439,14.4579528125,25.9672195869,13.256148455,38.3729431014,-30.695616811,186.3867587496
6.86,19.4518552096,13.0840237887,13.9736739446,7.5215115625,20.2909812119,3.3385172237,47.1034316324,-14.5503980622,149.9350124942
6.8666666667,2.0556393329,7.457692505,18.715835446,12.6655959375,-1.8379995006,23.5409148,5.523799322,15.170502672,127.9278466874
6.8733333333,20.7370971825,17.8925036767,28.3565642863,9.53374625,17.3747030275,17.2755118362,30.5386671437,14.5911093043,88.197718731
6.88,1.6905548044,3.9267356774,3.7026229103,9.6355490625,0.4551399744,9.00277497,13.2817282231,-44.027194626,143.2951335595
6.8866666667,1.0106396978,5.2393440615,7.8362840049,8.7871359375,-3.8638888412,10.7188848563,9.3512258097,-10.7326634197,75.605573335
6.8933333333,1.6249104738,3.6699587889,17.3114880481,7.8175209375,0.1236528462,6.9041185312,6.0831652002,142.2462969832,100.0955131932
6.9,19.9683816004,16.9527385946,28.6064860715,13.0490325,30.0575251275,35.5933586138,46.180291149,-47.5260647602,109.9379549436
6.9066666667,20.3134828655,4.6979912233,-0.1122519979,-3.67240375,28.8698054619,-28.0194364,51.2740592653,-46.395994474,166.5187529994
6.9133333333,15.8174329727,6.5422973223,5.2090554048,-2.5651925,26.7571338275,-10.603133675,35.0388649119,-19.3404614929,103.3207175241
6.92,22.7383945071,17.3917692226,40.6985679481,17.3031921875,33.81892219,32.2417913712,56.2817114838,36.9028042331,176.226476847
6.9266666667,13.2606215564,11.7126100738,35.2508847303,17.222638125,28.8555380369,34.3977128176,46.5076117637,121.4443176737,147.5926739412
6.9333333333,20.279053999,8.1256703599,-1.2811237504,0.2255775,27.5949742931,-19.0483793176,45.3414199792,-125.0586073516,94.4764282882
6.94,15.8873216187,1.1212904348,-7.6325236211,-4.6658403125,26.8173222525,-34.3020559175,44.8514702625,-71.6895811294,175.5679334049
6.9466666667,13.3974014042,12.1912530532,29.5137004113,12.5801875,26.2798172962,31.2299212263,54.3426573086,7.5082300681,147.8150474378
6.9533333333,20.0778473174,13.1430446525,17.506439558,8.5983378125,30.3247950869,4.9525018249,51.9813804355,-32.2645851309,128.6779117783
6.96,16.4182895262,13.2875510396,25.2969281601,11.5305725,27.7194639556,23.5120799788,39.0015081695,-5.2115005533,112.9168185821
6.9666666667,13.7969053921,-1.5336013333,-12.8214040749,-6.832065625,27.9440284681,-40.5393351888,44.9794972685,-74.7548150807,145.5991683191
6.9733333333,-0.1688559053,4.8092859358,21.1134531566,14.9684315625,4.4014730244,30.01974849,39.284436161,-3.4145560621,148.397140196
6.98,10.9181232669,11.6991670949,20.9807621419,7.3092015625,25.9883466119,28.9160269937,30.001573345,-3.0293100162,65.7590723164
6.9866666667,11.9791741436,-12.062434213,-23.8372469162,-15.6913425,32.1711247556,-58.8956649975,64.8159021832,-90.5971806135,163.5688008911
6.9933333333,14.2175805725,19.5966616072,41.8104501644,19.90547375,38.9565800681,55.3610343875,50.866112301,13.2391131755,124.5740561688
7,10.9157920149,-7.7683907109,-14.466051686,-7.2527134375,30.9287540525,-44.2699978487,61.9497740791,-87.4169157947,176.2748113903
7.0066666667,19.6929643112,22.8893831005,48.1177698287,21.811483125,46.5905381088,51.1282022287,75.3048089436,6.2484953466,140.8627268172
7.0133333333,5.2592005407,-10.7057576997,-26.5831231234,-3.3330515625,19.2583988619,-48.1721700263,41.0548319491,-91.3924711101,111.8520691562
7.02,11.707839756,18.6335362572,44.97715587,21.8445815625,35.8289584587,52.066929435,70.9457526114,19.5842384789,135.8595559092
7.0266666667,13.3693544483,-13.3209080125,-30.4677913292,-24.88316375,33.5325184369,-67.983319505,60.8602832873,-104.0286434509,130.1496153683
7.0333333333,9.4449427092,7.1348203656,29.0545752127,0.4627134375,43.7900393744,27.0866445112,88.6583953525,-13.766458573,178.3106013493
7.04,20.1787102565,5.8203471852,1.2630128231,-0.538413125,32.818806765,-35.4000678574,53.0043089531,-60.5610153993,118.0961255405
7.0466666667,4.2624074138,10.2569218752,41.7395767009,11.635811875,38.7187529681,49.5913743324,74.1468813026,45.4913873964,118.8852927662
7.0533333333,12.656944451,-5.2120157399,-28.4514450398,-7.974084375,38.1456291713,-58.1257067062,81.854080698,-173.7538602141,177.1489765674
7.06,2.6079309172,-1.1488759746,-4.552949896,2.6058403125,21.1370279244,-7.4034953326,38.6896768276,-57.1880364706,89.3330637022
7.0666666667,8.0918638437,-0.4375683518,23.0691939076,-6.7249765625,42.9725779119,-9.329145125,101.1626164737,60.342226411,189.7737287902
7.0733333333,10.6865577776,9.0036160992,12.3222364584,5.295239375,45.8449267962,7.4912919688,69.931473491,-117.4801920453,84.2868986246
7.08,9.1999895744,0.3335881262,-11.211444693,-4.977258125,46.316415615,-37.4733949662,88.6808440862,-126.0137017602,228.9053947154
7.0866666667,13.7140905073,-0.5138850524,12.1599969256,-8.3479528125,70.4137598025,-39.546669555,140.0127463467,17.751358035,203.4872932605
7.0933333333,7.9495032533,6.1786742418,23.4923636697,-1.16682625,44.1862148931,7.704448865,67.8356266303,-53.205922873,140.8066617608
7.1,4.3399253052,-7.1310366736,-35.619210603,-6.8628825,46.3348464119,-60.6766654575,113.4023634515,-254.8366126156,207.0456652762
7.1066666667,10.1607314243,3.4557900969,32.1468194777,-10.5728071875,44.5891594838,-12.9134494387,82.5424140347,133.1923783193,154.4640702917
7.1133333333,5.3170994751,-7.3004148856,1.1049217762,-22.3648728125,47.6893940181,-40.5170937388,100.7008062975,-47.6186877389,224.037529675
7.12,3.7894485789,-8.0595648418,-8.5107674642,-18.7744409375,45.4797355244,-47.3448908412,88.7485101141,-27.8959920731,133.4417080959
7.1266666667,11.9143834862,-2.0248081587,16.0229142154,-26.1185721875,44.7615112869,-43.7585104024,104.2900536217,-13.3258129145,253.2779712469
7.1333333333,1.4103336021,-11.2819408019,2.1487561317,-27.96354875,46.2252690681,-43.0949341438,96.0319060045,9.0568049942,150.8188362583
7.14,13.7463637399,4.7931896788,26.8344851497,-18.511961875,40.1621389713,-34.9096728175,96.0144193014,1.2090342665,263.5306323924
7.1466666667,-0.6327354115,-14.5701334132,-22.8786829546,-22.3617459375,7.8193658994,-43.84030635,47.858256297,-164.2715046001,135.1633854768
7.1533333333,5.691427317,-9.7356548617,28.2576908274,-32.6227034375,34.8760675056,-51.8577920675,100.7692133545,169.1438132126,306.9420065052
7.16,3.2420388227,-10.1341585619,-2.5053812086,-21.5141965625,32.2077630431,-46.8399301738,52.5281456155,31.0337824323,98.0020454978
7.1666666667,7.8805869228,-10.884550774,-2.7420780094,-31.157726875,23.8900392306,-54.584360845,43.0915077422,-6.9705402732,191.5934396179
7.1733333333,7.461712474,-12.1886586335,-5.4144509408,-34.0055390625,23.8527434494,-59.7642642825,47.6973589979,26.3828053336,116.125977886
7.18,2.2660189562,-18.880153093,-19.7053399042,-35.67854375,23.7241211494,-63.8735269625,35.0519443145,-23.4346835285,153.5389891493
7.1866666667,2.1519421683,-22.9809547122,-36.2016183117,-40.9405625,19.2084747963,-85.9887918125,44.817154129,-62.7073994825,163.9622800078
7.1933333333,4.7724536206,-17.7708971463,-12.828268602,-36.084938125,16.9034665744,-71.4044601063,53.2832669325,-4.5855621603,195.6614943021
7.2,-1.7755924037,-24.4557341164,-23.5577925374,-31.02768,-7.2339069756,-60.3925956562,17.9497409531,-14.7317134343,179.4643969548
7.2066666667,-0.6691696635,-22.0462660424,-19.0483761335,-32.9063090625,-3.4681647194,-56.0041181663,24.0693639653,5.1287701839,114.947778526
7.2133333333,7.1884625192,-7.3621268621,-0.3074402409,-23.170375,16.0681214556,-45.3384570588,38.3687448975,11.6944443551,148.0370303031
7.22,-1.2097579281,-19.2047705649,-19.2978646568,-25.815999375,8.3853786556,-61.7682954487,46.7875374512,1.6820797432,166.3170962852
7.2266666667,0.0680522162,-18.866779915,-33.0800069144,-26.9674171875,-5.3352796038,-55.3217599687,2.3092852829,-35.2621241167,62.9065030277
7.2333333333,-3.2590859884,-19.7159641918,-35.8958692001,-18.8468915625,-2.4997617381,-59.9997511237,21.6711444708,-35.8164563559,84.0686162946
7.24,-15.3535922571,-48.0597754879,-112.0159451631,13.8607884375,-422.2111399006,-2.9683593863,-366.3183511455,-59.4402348741,-271.1171963169
7.2466666667,2.2222529003,32.7621077781,47.8657720888,80.989595,-381.7934742069,155.6592700062,-247.8408882635,118.8564427001,-150.6006290777
7.2533333333,5.1078910014,-12.9196375039,-70.1853558754,54.29077,-476.7956263569,18.0197547888,-399.9050300268,-110.9570282411,-82.9206211386
7.26,2.592605127,1.9976558222,-28.4574115788,92.1029578125,-521.36180001,78.712089855,-456.860920411,-15.1709828251,-76.3522797533
7.2666666667,-8.5132710682,-13.6011333533,-35.9680024469,80.176113125,-510.8754976944,71.5924625975,-441.1094556803,35.4027395735,-188.3596746815
7.2733333333,2.1681592977,-31.1140383828,-69.0935618291,37.8225175,-513.0763239475,6.4768790088,-485.7210637413,51.6524856408,-314.3356655193
